Adjusted Close,Weighted Moving Average,Inverted Close,Inverted WMA
22.84,19.548133316078438,3010.290039,2914.4170362274513
22.91,19.598776493333336,3004.52002,2943.877839676079
22.91,19.658015748235293,2995.98999,2968.8631041294116
23.030001,19.719364727058828,3006.719971,3000.0120258823536
23.370001,19.782729432941178,2986.199951,3019.103860078431
23.370001,19.83895692235294,2997.949951,3047.6378639678433
23.57,19.899294175686272,2989.689941,3066.5276722854896
23.219999,19.95121574352941,2995.679932,3080.2850376909814
23.52,20.00796084078431,2966.149902,3099.6433254352946
23.700001,20.066321623529408,2970.27002,3110.5202931199997
23.799999,20.122188249411767,2938.129883,3119.572279387451
23.91,20.176603896470585,2919.399902,3124.6150666196086
24.190001,20.237168603137256,2893.060059,3134.6874616949026
24.280001,20.290329387450978,2938.790039,3141.5008580454905
23.85,20.342141151372545,2952.01001,3153.7282077215687
23.91,20.394148954509802,2910.629883,3165.1792656564703
23.809999,20.44986664156863,2887.610107,3171.382124288628
22.91,20.50632938588236,2940.25,3177.162376469804
22.360001,20.560070560784315,2976.73999,3179.1225685113727
22.309999,20.61129408941176,2961.790039,3176.622858417255
22.74,20.649890127058825,2977.620117,3172.5735098611763
22.52,20.687231264313716,2984.870117,3167.839207447843
22.48,20.7315136572549,2966.600098,3163.5160996854906
22.530001,20.770046991372542,2991.780029,3158.603953743529
22.440001,20.804156836078437,2992.070068,3153.710661596863
22.700001,20.83936468,3006.790039,3148.397314294118
22.98,20.871388171764707,3006.72998,3143.747910190588
23.07,20.89754507607843,3005.699951,3139.1603692109807
23.33,20.925121548235293,2997.959961,3135.362974334902
23.540001,20.960376450980384,3007.389893,3130.704737523137
23.440001,20.997999981176473,3009.570068,3126.2967080917647
23.639999,21.039474491764707,3000.929932,3123.1622808156862
23.98,21.081874453333338,2979.389893,3121.788150145883
24.35,21.12516861254902,2978.429932,3121.2306901505876
24.809999,21.168690182745106,2978.709961,3118.3120657701957
24.860001,21.21507445882353,2976,3115.6677947615685
24.85,21.253450892549015,2937.780029,3112.773504600785
24.25,21.295348973333336,2906.27002,3111.015140243138
24.17,21.33669799450981,2926.459961,3107.104780438431
24.540001,21.372792114509807,2924.580078,3101.8517042721564
24.58,21.39650976313725,2887.939941,3096.5649355482356
24.540001,21.432243097254904,2869.159912,3091.1302672023535
24.59,21.456690157647063,2878.379883,3085.1579408878433
24.23,21.47633721725491,2847.110107,3079.4879697890187
24.559999,21.50664310039215,2922.949951,3074.710124934117
24.690001,21.533835297254907,2924.429932,3069.998653979608
24.77,21.570870591372554,2900.51001,3064.899270167844
24.860001,21.60616470901961,2923.649902,3060.503909404706
25.07,21.645850944313725,2888.679932,3055.5627032650978
25.219999,21.69023521882354,2847.600098,3051.2859795341174
25.059999,21.744415612549012,2840.600098,3047.450829018823
25.48,21.79956855529412,2926.320068,3043.0808590972547
25.35,21.852917577254903,2882.699951,3038.9695060705885
25.360001,21.90937252156864,2918.649902,3033.768850998432
25.450001,21.977545111372542,2938.090088,3029.4328024541173
25.74,22.043913778823534,2883.97998,3025.2770828682355
25.84,22.116219661960777,2881.77002,3020.211685527059
25.639999,22.172854917647058,2844.73999,3014.954268829804
25.700001,22.239450997647058,2932.050049,3010.153535638432
25.49,22.311192214901965,2953.560059,3005.1263425796083
24.709999,22.384862764705883,2980.379883,3000.0095510580395
24.440001,22.460760804705878,3013.179932,2995.2922909968624
24.98,22.545466726274515,3020.969971,2990.90878857098
24.950001,22.631458921568626,3025.860107,2986.23737541255
24.85,22.698156959215687,3003.669922,2981.408921837647
24.35,22.76511382039216,3019.560059,2977.2809036815684
24.389999,22.8260392690196,3005.469971,2972.9594179835294
24.379999,22.849749072156865,2985.030029,2969.4740493749023
24.59,22.8507295027451,2976.610107,2966.1879852894126
24.860001,22.849003971764702,2995.110107,2962.644841141176
24.91,22.86342750039215,2984.419922,2958.574898975686
24.950001,22.867960832156864,3004.040039,2955.4898267749018
25.25,22.8698431827451,3014.300049,2952.483920287843
25.59,22.872807926274515,3013.77002,2950.1304397129416
25.83,22.871247178823538,2999.909912,2946.886819356078
25.49,22.878902117647055,2993.070068,2942.4845376666667
25.32,22.896407996862745,2979.629883,2937.4809343372553
24.92,22.916062894901962,2975.949951,2932.8762276721563
25.15,22.9443766172549,2990.409912,2928.4355886784315
25.309999,22.979239398431375,2995.820068,2924.8042146007842
24.950001,23.00851002196079,2973.01001,2921.356840408627
24.969999,23.044109978039206,2964.330078,2917.642826160785
25.24,23.091482523137252,2941.76001,2913.3848679294124
25.73,23.15159232235294,2924.919922,2908.94393331451
26.08,23.227733455686273,2913.780029,2904.4519424666673
26.040001,23.303506040784313,2917.379883,2900.7832880109804
26.030001,23.376611918431372,2945.350098,2897.1215843921564
26.02,23.423804069803925,2950.459961,2893.4235964909803
25.9,23.466055045490197,2954.179932,2889.7694782619615
25.549999,23.521106060392153,2926.459961,2885.751396543529
24.51,23.57566291764706,2917.75,2881.9109676094117
24.35,23.62635314745098,2889.669922,2878.2452486039215
25.09,23.677011964705883,2886.97998,2874.501392722353
25.530001,23.711333527058823,2891.639893,2870.460489480785
24.879999,23.75659622666667,2879.840088,2866.6837787780387
25.17,23.80494135843138,2885.719971,2863.9451329294116
24.860001,23.854274686274515,2886.72998,2860.7565826282353
25.299999,23.905153151372552,2873.340088,2857.84077455451
25.049999,23.96221196862745,2843.48999,2854.73693397804
24.83,24.023051138039214,2826.149902,2852.1764296054903
24.629999,24.07552168,2803.27002,2849.9594942909803
24.780001,24.1427216737255,2744.449951,2847.8357440815685
25.059999,24.20280794196078,2752.060059,2845.985171556862
25.15,24.26137268078431,2788.860107,2843.62496053098
25,24.321639380392156,2783.02002,2842.0003816078433
25.059999,24.3916472172549,2802.389893,2839.8772851450976
25.32,24.463717799999998,2826.060059,2837.988722430588
25.43,24.52616481411765,2822.23999,2835.780615032941
25.41,24.589066808627447,2856.27002,2834.612163759215
25.700001,24.642023665098037,2864.360107,2833.2553942478426
25.85,24.66298832627451,2840.22998,2833.145916414118
25.75,24.67265110509804,2859.530029,2833.8040848941173
25.629999,24.703074628235285,2876.320068,2835.5687413584315
25.58,24.73170211294117,2850.959961,2835.6403867733334
25.530001,24.755882499607846,2834.409912,2835.2618922023526
25.940001,24.75967072941176,2811.870117,2836.5466652878426
25.99,24.764682449411765,2881.399902,2838.819610119216
26.110001,24.768847110588236,2870.719971,2839.120684530196
26.370001,24.780094164705883,2879.419922,2838.0259005325493
26.32,24.800180474509805,2884.050049,2837.517287254118
26.07,24.820227527843144,2932.469971,2836.414019989804
26.18,24.840141287058817,2945.639893,2835.0317721803926
26.02,24.86991382980392,2917.52002,2834.381030937255
26.34,24.910847156862744,2923.72998,2832.7802531458824
25.639999,24.95879224941176,2945.830078,2831.1853483278437
25.950001,24.990745185882353,2943.030029,2829.0193386423534
25.84,25.013843221176472,2939.879883,2826.8449234501963
25.969999,25.01941968784314,2926.169922,2824.689646574118
26.09,25.032564781960783,2927.25,2822.8145653843144
25.389999,25.050556895686277,2933.679932,2820.56376133255
25.700001,25.053043207058824,2907.969971,2818.2183858494113
24.76,25.05512944,2905.030029,2816.183164673726
25.309999,25.066760810196076,2900.449951,2814.9639451419607
25.120001,25.09661963137254,2907.060059,2813.7528575058827
24.200001,25.139121589803928,2905.580078,2812.4888197050973
24.59,25.179058880784314,2907.409912,2811.2801294478427
24.620001,25.217678524705885,2888.320068,2811.5242850203917
24.83,25.254980481568623,2888.209961,2813.0100645294115
25.27,25.286188320784316,2878.199951,2813.7387404235296
25.639999,25.30231376784314,2895.77002,2814.562878373334
25.59,25.276862785098047,2892.73999,2816.8253588588236
25.639999,25.245192194509798,2879.389893,2819.8476915082347
25.530001,25.242690232156857,2873.399902,2822.524542949803
25.27,25.257051054117653,2867.23999,2826.43440529098
25.43,25.244901992941177,2867.189941,2827.4050814250986
25.450001,25.243874539607845,2834.399902,2828.283907431373
25.84,25.230313792941175,2815.439941,2830.0704088407842
25.93,25.23393728078431,2805.370117,2830.938655638431
26.41,25.227411750588235,2818.459961,2833.1388151309807
26.42,25.212274495686273,2798.360107,2836.914505414118
26.32,25.189599945882357,2800.709961,2840.947881818039
26.469999,25.173145082352928,2854.879883,2841.590412278431
26.620001,25.16821955137255,2824.22998,2843.8008923333327
26.620001,25.16705092313725,2832.570068,2844.4991077278432
26.9,25.16016464862745,2832.939941,2844.333166969411
27.059999,25.155984218039222,2822.47998,2846.167567647843
27.110001,25.162533239215694,2808.47998,2848.024641199215
27.41,25.17380382901962,2810.919922,2851.2901787027454
27.77,25.18445481019608,2791.52002,2851.1141452650972
28.059999,25.20670583137255,2783.300049,2850.035146706666
28.18,25.23467445960784,2743.070068,2847.8344295976462
28.32,25.257827400784315,2748.929932,2844.237514564705
28.370001,25.275246970196076,2771.449951,2840.214598078431
28.280001,25.290195991372553,2789.649902,2835.8864606486272
28.200001,25.30269015058823,2792.810059,2832.2913499670585
28.26,25.33072940705883,2803.689941,2827.940343709019
28.57,25.359482349019608,2784.48999,2823.978995849411
28.450001,25.391686309803926,2792.379883,2820.7219044847056
28.65,25.43272948470588,2793.899902,2817.705351192158
28.719999,25.470415756862742,2796.110107,2813.887080107451
28.66,25.49715301019608,2792.669922,2810.4009260360785
28.76,25.527294185098043,2774.879883,2806.104610552157
28.43,25.55019614509804,2784.699951,2801.3601376988236
28.83,25.58504320313725,2779.76001,2796.560544391373
28.639999,25.591851006274496,2775.600098,2792.2338650917636
28.77,25.610964770980395,2745.72998,2788.132999412549
28.66,25.625403985882347,2753.030029,2784.5199527223535
28.18,25.644533357647067,2744.72998,2781.020040620392
28.5,25.66754512235294,2709.800049,2776.9140280643137
28.879999,25.66236861254902,2707.879883,2772.5463153419605
29.08,25.66928629882352,2706.050049,2769.0243773364705
29.559999,25.6387529654902,2731.610107,2765.7918170258818
29.540001,25.629952925490194,2737.699951,2763.3978475788235
29.43,25.613647082352944,2724.870117,2761.631873693333
29.129999,25.56174123843137,2706.530029,2760.288750621176
29.469999,25.526603981960786,2704.100098,2758.798025469803
28.379999,25.493780490980395,2681.050049,2756.202609556863
29.27,25.470298137254908,2640,2753.362077424314
29.530001,25.465004018823528,2643.850098,2750.326840546667
29.620001,25.474713782745095,2664.76001,2748.319069213334
29.67,25.48239221333333,2642.330078,2746.628794436079
30.219999,25.49118433019607,2638.699951,2746.020083494118
30.5,25.494651036078434,2632.899902,2745.5087977058834
30.68,25.4875765254902,2670.709961,2744.8041191898033
30.549999,25.486980447058833,2635.959961,2744.5430409458822
30.790001,25.486737348235298,2616.100098,2744.04145737098
31.09,25.501568719215687,2610.300049,2743.460014565491
31.07,25.519160875294116,2582.610107,2743.347751807843
31.049999,25.55508244235295,2596.26001,2744.35277134745
30.99,25.59032949882352,2596.639893,2746.0181629427448
31.290001,25.620407927843136,2584.959961,2748.5590088949016
31.709999,25.65504317960784,2574.409912,2753.4045163301957
31.82,25.694235374117646,2549.689941,2758.0381998690195
31.719999,25.732204037647055,2531.939941,2761.285348130196
31.02,25.780000112156866,2447.889893,2764.7958017333335
31.83,25.832580461176477,2510.030029,2767.585805352941
31.67,25.885553045490195,2506.850098,2769.4633240996077
31.1,25.948886374117652,2485.73999,2771.4768611764703
31.530001,26.024784408627447,2488.830078,2772.147008788236
31.17,26.110203972549023,2467.699951,2772.4491137725486
31.379999,26.198478479215684,2351.100098,2773.6339217309805
31.860001,26.290415730980385,2416.620117,2773.985661170196
31.6,26.382298119999994,2467.419922,2773.592222533333
31.68,26.468502076078423,2506.959961,2774.111046824314
31.73,26.54945112941177,2546.159912,2775.2308063239216
31.389999,26.630658967058825,2545.939941,2777.2018520172546
31.379999,26.722204060392162,2599.949951,2776.4398236509805
30.799999,26.807019781176475,2650.540039,2776.020608334118
30.85,26.897843305882354,2651.070068,2775.1987752619607
31.129999,26.989623654901948,2636.780029,2774.12829405647
30.27,27.077168749803924,2637.719971,2771.0900198768627
30.16,27.166604040784296,2633.080078,2767.425631070588
29.98,27.241074625882348,2695.949951,2764.730052962353
30.200001,27.32934128941176,2700.060059,2761.6867744078436
28.950001,27.408203992156857,2790.370117,2757.66390772
28.65,27.489811832156864,2760.169922,2753.617333165491
30.440001,27.56489418274509,2737.800049,2749.5395486117645
30.34,27.61894123921569,2743.790039,2745.8528606823534
30.27,27.683803981176467,2682.169922,2741.9815109160786
30.809999,27.76167844862745,2673.449951,2737.6874579725486
30.76,27.84465883764705,2632.560059,2734.224540716078
30.549999,27.943811737254897,2649.929932,2730.718546736471
30.299999,28.038415696470604,2641.889893,2727.256148033726
29.24,28.12538824235294,2690.72998,2723.4068823505886
29.690001,28.197215651764704,2736.27002,2719.472761065882
28.84,28.278509729411777,2730.199951,2715.3107638996075
27.73,28.31323125882353,2701.580078,2711.7379293890194
28.27,28.37990577019608,2722.179932,2708.0068480792156
26.6,28.4532940462745,2726.219971,2704.4736417019617
25.75,28.526870556862736,2781.01001,2700.067609204706
26.120001,28.59928624235294,2806.830078,2695.5992170917643
22.74,28.69007051607843,2813.889893,2691.457958263529
20.43,28.788243064313736,2755.449951,2687.36282461804
22.99,28.88957639764705,2738.310059,2683.3206286980385
24.15,28.981568515294107,2723.060059,2679.1262542847053
22.879999,29.078956790588236,2740.370117,2676.0364069066673
20.610001,29.1839214972549,2711.73999,2673.518871878431
21.370001,29.283984243137265,2682.629883,2671.2353378760777
21.18,29.37923126352942,2641.25,2668.2637629247056
19.860001,29.46848616705882,2658.689941,2665.906143070588
18.73,29.565921501960787,2705.570068,2663.2981601466668
17.66,29.675929306666664,2656.100098,2658.3966508698036
19.24,29.78614107215687,2740.689941,2654.4771221254905
20.299999,29.888352799215692,2755.879883,2650.0152055858825
20.09,29.959113586666668,2767.780029,2645.3029958878433
20.700001,30.058407707450964,2768.780029,2640.6989807011764
21.27,30.147686141176468,2809.209961,2636.3989263372546
21.610001,30.21103516392157,2809.919922,2631.766615516863
21.530001,30.288352853333322,2750.790039,2627.640042083137
21.280001,30.348603836078432,2767.129883,2623.5984165772547
20.66,30.414650857254887,2728.370117,2620.8869078964703
20.92,30.497011683137252,2785.679932,2617.6381732
20.950001,30.566399920000006,2880.340088,2613.2456653545096
21.65,30.63639207921569,2884.429932,2607.900979015686
22.049999,30.705678356862734,2885.570068,2602.2106473505883
21.870001,30.758862635294122,2901.610107,2595.900202550588
22.450001,30.80919985568627,2925.51001,2590.1405401427446
22.4,30.83458805725492,2923.429932,2583.926732880784
22.57,30.860093946666662,2924.590088,2577.5420700941177
22.379999,30.89485469882353,2913.97998,2570.9587092023526
21.17,30.89399980392157,2914,2564.385292759216
21.700001,30.887568438431376,2905.969971,2558.38799553098
21.33,30.872980210196083,2915.560059,2551.8943820635286
21.559999,30.865803785882353,2919.370117,2545.5248839294118
21.42,30.808533243137262,2929.669922,2539.256009833725
20.85,30.739254816470595,2930.75,2534.1700972431377
20.16,30.740266625098034,2907.949951,2528.809233665883
20.26,30.73596074666666,2904.310059,2523.761917123921
20.389999,30.727215652549024,2888.800049,2520.0836645890195
20.84,30.738258754509808,2904.97998,2516.4590419937254
20.82,30.745827385882343,2904.179932,2512.8791737262745
20.889999,30.743843036862753,2888.919922,2508.2393110352937
21.450001,30.731278295686288,2887.889893,2503.296568050196
21.18,30.676548889411777,2877.129883,2498.7818106666664
21.23,30.63961560078431,2871.679932,2494.959495842353
21.5,30.56890972235293,2878.050049,2491.255797912941
21.309999,30.455168549019607,2888.600098,2488.476493946667
21.290001,30.36311364941177,2896.719971,2487.323097807059
21.620001,30.206352867450978,2901.52002,2486.083172280784
21.549999,30.018556792156865,2901.129883,2484.087854027451
21.52,29.848305854901955,2914.040039,2483.063317421176
21.559999,29.54829017176471,2897.52002,2482.3101583443135
21.65,29.16355291921569,2896.73999,2481.92185604549
21.5,28.887105862745102,2874.689941,2480.146924020392
21.309999,28.662180374901965,2856.97998,2479.7877567780397
21.5,28.392470533333327,2861.820068,2480.275721494902
21.610001,28.039945085490185,2862.959961,2481.088605795294
21.629999,27.725443166274506,2857.050049,2483.0669309121567
21.84,27.411098069803927,2850.129883,2484.588412598431
22.040001,27.05272948235295,2840.689941,2486.1302831788234
22.209999,26.65877654117647,2818.370117,2488.178857012549
22.1,26.232713796862747,2839.959961,2490.735754420392
22.35,25.879631443921564,2821.929932,2494.326133189804
22.469999,25.577984345882353,2833.280029,2498.762394312156
22.790001,25.27705885568627,2853.580078,2506.670374918431
22.74,25.008627522352946,2857.699951,2512.392381670588
23.01,24.771278501960776,2858.449951,2518.442032775685
23.309999,24.555419716862733,2850.399902,2525.5566762439216
23.059999,24.343866813333346,2840.350098,2532.804398560784
22.969999,24.130353125490206,2827.219971,2541.086212101961
23.120001,23.900282534901955,2813.360107,2554.1754159035295
23.32,23.68881586509803,2816.290039,2564.991105249412
23.360001,23.48710609803921,2802.600098,2574.104104058039
23.35,23.321200212549016,2818.820068,2581.9903720556863
23.26,23.178847229019606,2837.439941,2588.6354419521567
23.280001,23.037027658039218,2846.070068,2595.555342206274
23.07,22.925419850196082,2820.399902,2600.636159845491
22.639999,22.818855138823537,2806.97998,2603.9883936878427
22.92,22.725545328627447,2801.830078,2607.5338733678436
22.68,22.63127861647059,2804.48999,2611.85427224
22.889999,22.496423708235294,2815.620117,2616.355222367844
23.110001,22.38949040784313,2809.550049,2621.2548193027446
23.08,22.274682557647058,2798.429932,2623.902962310588
23.280001,22.17567858980392,2801.310059,2626.5621678345105
23.360001,22.07796093725491,2798.290039,2625.851810345098
23.540001,21.963796226666666,2774.02002,2626.435028977255
23.360001,21.828690339607846,2793.840088,2628.029285827451
23.59,21.70556876705882,2784.169922,2629.5220920125485
23.59,21.59545107686275,2759.820068,2633.55727142902
23.67,21.51072950509804,2736.610107,2638.0964733372552
23.719999,21.433043226666662,2713.219971,2644.4207926015692
23.459999,21.36589808549019,2726.709961,2650.276975570196
23.6,21.328290277647056,2718.370117,2656.635897315294
23.450001,21.287035370196083,2716.310059,2661.2724627074513
23.67,21.25406281568627,2699.629883,2664.269340180392
23.9,21.238313791372537,2723.060059,2667.610463427451
24.030001,21.220870610196076,2717.070068,2672.189895496471
24.139999,21.207678488627458,2754.879883,2676.108172522353
24.290001,21.212902052549023,2749.76001,2680.0049107945106
24.280001,21.219286321568617,2767.320068,2681.890510320784
24.25,21.227788277647058,2762.590088,2682.8577698258828
24.620001,21.241466665882353,2773.75,2683.6322600847066
24.57,21.259599996078432,2779.659912,2686.764105031372
24.85,21.270894110588234,2782.48999,2690.6789183223527
24.15,21.275905832941184,2775.629883,2695.2987354423535
25.370001,21.290596026666673,2786.850098,2699.344761990588
25.110001,21.310682337254903,2782,2704.6087934807847
25.16,21.330768569411763,2779.030029,2711.1330016933334
25.540001,21.35888621490196,2770.370117,2719.4167505458818
25.6,21.394329389803918,2772.350098,2727.180407502745
25.459999,21.4347293490196,2748.800049,2733.248373204706
25.870001,21.4680862109804,2746.870117,2741.344808356862
25.92,21.507764641568627,2734.620117,2746.268198578039
25.84,21.549709699607842,2705.27002,2750.6596224392156
25.73,21.60250189490196,2724.01001,2754.645079905098
25.74,21.65121561882353,2689.860107,2758.658615840784
25.559999,21.708917578823534,2721.330078,2761.156405362353
25.75,21.777019499607842,2727.76001,2763.6649728760785
25.290001,21.833984167058823,2733.290039,2768.5241083349015
25.5,21.88621942431372,2724.439941,2772.8127087811763
25.549999,21.94301162431373,2733.01001,2778.668429531764
25.35,22.00571750980393,2712.969971,2782.3433653725483
25.32,22.06810970901961,2720.129883,2782.330146160001
24.76,22.12821951607843,2722.459961,2782.095568367059
24.73,22.18346657803921,2711.449951,2781.764820641568
24.9,22.23854897254901,2730.129883,2780.7673026596076
24.299999,22.284290151372552,2727.719971,2778.7889727647052
23.57,22.312682272156863,2723.070068,2776.809775255687
22.98,22.35186658980393,2697.790039,2774.6937481372547
23.76,22.381364632941175,2671.919922,2772.8975213247063
23.309999,22.418862636078433,2672.629883,2771.0146349121565
23.4,22.46363914980393,2663.419922,2769.369490905098
23.690001,22.506133271372544,2629.72998,2767.272641547451
24.09,22.555098020392155,2635.669922,2764.9345113843124
24.42,22.60585100313725,2654.800049,2762.099871175687
24.57,22.662141239999997,2648.050049,2759.119831921569
24.17,22.709262848627443,2669.909912,2756.910986761569
24.280001,22.762894221176477,2666.939941,2754.7553845325497
23.75,22.813913829019604,2639.399902,2753.1137904313723
23.860001,22.865560887058837,2634.560059,2750.7365284627444
23.74,22.91694908235294,2670.290039,2748.258586123138
23.790001,22.95586669019608,2670.139893,2746.229303029804
24.030001,22.998258847058818,2693.129883,2744.1131897317646
24.23,23.03308241647059,2708.639893,2742.2860809231374
24.24,23.074753004705883,2706.389893,2740.546562487843
24.379999,23.123529475294113,2677.840088,2738.4222943278437
24.49,23.17552167137255,2656.300049,2735.762737979607
24.4,23.229694179607836,2663.98999,2732.650221882353
24.18,23.287513826666668,2642.189941,2729.238221441569
24.290001,23.34284719921569,2656.870117,2725.7224930321568
23.91,23.39486288392157,2613.159912,2721.5955351207845
23.52,23.45924723529412,2604.469971,2717.9976368164703
22.379999,23.519270761568634,2662.840088,2714.3332533984317
23.01,23.587984483921563,2644.689941,2711.441750272157
22.200001,23.626619774901968,2614.449951,2709.1724417333326
22.129999,23.710870790588245,2581.879883,2706.6495218243144
22.26,23.781890432941175,2640.870117,2704.0231002525484
20.559999,23.85212572235294,2605,2701.564941927059
20.58,23.93449438352942,2612.620117,2699.3169704878437
